	Addendum J for CY2025 evaluation statistics for complexity adjustments of combinations of comprehensive HCPCS codes												
11443	Exc face-mm b9+marg 2.1-3 cm	J1	5072	0753T	Dgtz gls mcrscp sld level iv	N	 	5073	2	846.07	11422	"2,685.26"	N
11443	Exc face-mm b9+marg 2.1-3 cm	J1	5072	11404	Exc tr-ext b9+marg 3.1-4 cm	J1	5072	5073	6	"2,560.48"	11422	"2,685.26"	N
11443	Exc face-mm b9+marg 2.1-3 cm	J1	5072	11422	Exc h-f-nk-sp b9+marg 1.1-2	J1	5072	5073	8	"3,587.38"	11422	"2,685.26"	N
11443	Exc face-mm b9+marg 2.1-3 cm	J1	5072	11423	Exc h-f-nk-sp b9+marg 2.1-3	J1	5072	5073	4	"1,857.25"	11422	"2,685.26"	N
11443	Exc face-mm b9+marg 2.1-3 cm	J1	5072	11443	Exc face-mm b9+marg 2.1-3 cm	J1	5072	5073	8	"1,671.58"	11422	"2,685.26"	N
11443	Exc face-mm b9+marg 2.1-3 cm	J1	5072	29848	Wrist endoscopy/surgery	J1	5112	5073	2	"2,156.92"	11422	"2,685.26"	N
11443	Exc face-mm b9+marg 2.1-3 cm	J1	5072	40812	Excise/repair mouth lesion	J1	5163	5073	2	"1,593.20"	11422	"2,685.26"	N
11444	Exc face-mm b9+marg 3.1-4 cm	J1	5072	0753T	Dgtz gls mcrscp sld level iv	N	 	5073	1	847.64	11422	"2,685.26"	N
11444	Exc face-mm b9+marg 3.1-4 cm	J1	5072	11404	Exc tr-ext b9+marg 3.1-4 cm	J1	5072	5073	2	"2,002.18"	11422	"2,685.26"	N
11444	Exc face-mm b9+marg 3.1-4 cm	J1	5072	11422	Exc h-f-nk-sp b9+marg 1.1-2	J1	5072	5073	1	"1,609.89"	11422	"2,685.26"	N
11444	Exc face-mm b9+marg 3.1-4 cm	J1	5072	11423	Exc h-f-nk-sp b9+marg 2.1-3	J1	5072	5073	2	"1,385.94"	11422	"2,685.26"	N
11444	Exc face-mm b9+marg 3.1-4 cm	J1	5072	11424	Exc h-f-nk-sp b9+marg 3.1-4	J1	5072	5073	2	"2,664.04"	11422	"2,685.26"	N
11444	Exc face-mm b9+marg 3.1-4 cm	J1	5072	11443	Exc face-mm b9+marg 2.1-3 cm	J1	5072	5073	5	"3,578.24"	11422	"2,685.26"	N
11444	Exc face-mm b9+marg 3.1-4 cm	J1	5072	11444	Exc face-mm b9+marg 3.1-4 cm	J1	5072	5073	5	"2,510.21"	11422	"2,685.26"	N
11444	Exc face-mm b9+marg 3.1-4 cm	J1	5072	11623	Exc s/n/h/f/g mal+mrg 2.1-3	J1	5072	5073	2	"1,463.69"	11422	"2,685.26"	N
11444	Exc face-mm b9+marg 3.1-4 cm	J1	5072	26210	Removal of finger lesion	J1	5112	5073	1	"3,568.95"	11422	"2,685.26"	N
11444	Exc face-mm b9+marg 3.1-4 cm	J1	5072	41108	Biopsy of floor of mouth	J1	5072	5073	1	"2,350.24"	11422	"2,685.26"	N
11606	Exc tr-ext mal+marg >4 cm	J1	5072	0753T	Dgtz gls mcrscp sld level iv	N	 	5073	41	"1,501.41"	11422	"2,685.26"	N
11606	Exc tr-ext mal+marg >4 cm	J1	5072	10140	I&d hmtma seroma/fluid collj	J1	5072	5073	3	"3,416.99"	11422	"2,685.26"	N
11606	Exc tr-ext mal+marg >4 cm	J1	5072	11044	Dbrdmt bone 1st 20 sq cm/<	J1	5072	5073	1	"2,413.19"	11422	"2,685.26"	N
11606	Exc tr-ext mal+marg >4 cm	J1	5072	11404	Exc tr-ext b9+marg 3.1-4 cm	J1	5072	5073	20	"2,500.21"	11422	"2,685.26"	N
11606	Exc tr-ext mal+marg >4 cm	J1	5072	11406	Exc tr-ext b9+marg >4.0 cm	J1	5072	5073	42	"2,784.23"	11422	"2,685.26"	Y
11606	Exc tr-ext mal+marg >4 cm	J1	5072	11420	Exc h-f-nk-sp b9+marg 0.5/<	J1	5072	5073	4	"4,598.34"	11422	"2,685.26"	N
11606	Exc tr-ext mal+marg >4 cm	J1	5072	11422	Exc h-f-nk-sp b9+marg 1.1-2	J1	5072	5073	6	"2,257.20"	11422	"2,685.26"	N
11606	Exc tr-ext mal+marg >4 cm	J1	5072	11423	Exc h-f-nk-sp b9+marg 2.1-3	J1	5072	5073	5	"2,463.42"	11422	"2,685.26"	N
11606	Exc tr-ext mal+marg >4 cm	J1	5072	11424	Exc h-f-nk-sp b9+marg 3.1-4	J1	5072	5073	3	"4,375.24"	11422	"2,685.26"	N
11606	Exc tr-ext mal+marg >4 cm	J1	5072	11443	Exc face-mm b9+marg 2.1-3 cm	J1	5072	5073	3	"2,319.77"	11422	"2,685.26"	N
11606	Exc tr-ext mal+marg >4 cm	J1	5072	11606	Exc tr-ext mal+marg >4 cm	J1	5072	5073	143	"3,005.48"	11422	"2,685.26"	Y
11606	Exc tr-ext mal+marg >4 cm	J1	5072	11620	Exc h-f-nk-sp mal+marg 0.5/<	J1	5072	5073	2	"2,822.71"	11422	"2,685.26"	N
11606	Exc tr-ext mal+marg >4 cm	J1	5072	11623	Exc s/n/h/f/g mal+mrg 2.1-3	J1	5072	5073	32	"3,045.53"	11422	"2,685.26"	Y
11606	Exc tr-ext mal+marg >4 cm	J1	5072	11624	Exc s/n/h/f/g mal+mrg 3.1-4	J1	5072	5073	21	"2,849.57"	11422	"2,685.26"	N
11606	Exc tr-ext mal+marg >4 cm	J1	5072	11643	Exc f/e/e/n/l mal+mrg 2.1-3	J1	5072	5073	32	"3,066.08"	11422	"2,685.26"	Y
11606	Exc tr-ext mal+marg >4 cm	J1	5072	11644	Exc f/e/e/n/l mal+mrg 3.1-4	J1	5072	5073	22	"3,141.89"	11422	"2,685.26"	N
11606	Exc tr-ext mal+marg >4 cm	J1	5072	19081	Bx breast 1st lesion strtctc	J1	5072	5073	1	"4,367.67"	11422	"2,685.26"	N
11606	Exc tr-ext mal+marg >4 cm	J1	5072	21011	Exc face les sc <2 cm	J1	5072	5073	1	"5,229.71"	11422	"2,685.26"	N
11606	Exc tr-ext mal+marg >4 cm	J1	5072	21550	Biopsy of neck/chest	J1	5072	5073	1	"3,043.82"	11422	"2,685.26"	N
11606	Exc tr-ext mal+marg >4 cm	J1	5072	21555	Exc neck les sc < 3 cm	J1	5072	5073	2	"4,507.37"	11422	"2,685.26"	N
11606	Exc tr-ext mal+marg >4 cm	J1	5072	26055	Incise finger tendon sheath	J1	5112	5073	1	"1,299.70"	11422	"2,685.26"	N
11606	Exc tr-ext mal+marg >4 cm	J1	5072	26111	Exc hand les sc 1.5 cm/>	J1	5072	5073	1	"7,894.18"	11422	"2,685.26"	N
11606	Exc tr-ext mal+marg >4 cm	J1	5072	26115	Exc hand les sc < 1.5 cm	J1	5072	5073	1	"6,873.53"	11422	"2,685.26"	N
11606	Exc tr-ext mal+marg >4 cm	J1	5072	26160	Remove tendon sheath lesion	J1	5112	5073	1	"5,546.70"	11422	"2,685.26"	N
11606	Exc tr-ext mal+marg >4 cm	J1	5072	38505	Needle biopsy lymph nodes	J1	5072	5073	11	"5,331.31"	11422	"2,685.26"	N
11620	Exc h-f-nk-sp mal+marg 0.5/<	J1	5072	11420	Exc h-f-nk-sp b9+marg 0.5/<	J1	5072	5073	4	"2,953.08"	11422	"2,685.26"	N
11620	Exc h-f-nk-sp mal+marg 0.5/<	J1	5072	11422	Exc h-f-nk-sp b9+marg 1.1-2	J1	5072	5073	3	"1,694.46"	11422	"2,685.26"	N
11620	Exc h-f-nk-sp mal+marg 0.5/<	J1	5072	11424	Exc h-f-nk-sp b9+marg 3.1-4	J1	5072	5073	1	"2,077.21"	11422	"2,685.26"	N
11620	Exc h-f-nk-sp mal+marg 0.5/<	J1	5072	11620	Exc h-f-nk-sp mal+marg 0.5/<	J1	5072	5073	9	"3,262.74"	11422	"2,685.26"	N
11620	Exc h-f-nk-sp mal+marg 0.5/<	J1	5072	11623	Exc s/n/h/f/g mal+mrg 2.1-3	J1	5072	5073	3	"2,515.12"	11422	"2,685.26"	N
11620	Exc h-f-nk-sp mal+marg 0.5/<	J1	5072	26055	Incise finger tendon sheath	J1	5112	5073	1	731.60	11422	"2,685.26"	N
11620	Exc h-f-nk-sp mal+marg 0.5/<	J1	5072	52000	Cystourethroscopy	J1	5372	5073	1	"1,776.31"	11422	"2,685.26"	N
11620	Exc h-f-nk-sp mal+marg 0.5/<	J1	5072	69436	Create eardrum opening	J1	5163	5073	1	"3,286.18"	11422	"2,685.26"	N
11623	Exc s/n/h/f/g mal+mrg 2.1-3	J1	5072	0753T	Dgtz gls mcrscp sld level iv	N	 	5073	22	"1,197.92"	11422	"2,685.26"	N
11623	Exc s/n/h/f/g mal+mrg 2.1-3	J1	5072	11044	Dbrdmt bone 1st 20 sq cm/<	J1	5072	5073	1	"6,479.97"	11422	"2,685.26"	N
11623	Exc s/n/h/f/g mal+mrg 2.1-3	J1	5072	11404	Exc tr-ext b9+marg 3.1-4 cm	J1	5072	5073	2	"3,845.76"	11422	"2,685.26"	N
11623	Exc s/n/h/f/g mal+mrg 2.1-3	J1	5072	11420	Exc h-f-nk-sp b9+marg 0.5/<	J1	5072	5073	1	"2,672.78"	11422	"2,685.26"	N
11623	Exc s/n/h/f/g mal+mrg 2.1-3	J1	5072	11422	Exc h-f-nk-sp b9+marg 1.1-2	J1	5072	5073	6	"3,020.74"	11422	"2,685.26"	N
11623	Exc s/n/h/f/g mal+mrg 2.1-3	J1	5072	11423	Exc h-f-nk-sp b9+marg 2.1-3	J1	5072	5073	6	"2,815.01"	11422	"2,685.26"	N
11623	Exc s/n/h/f/g mal+mrg 2.1-3	J1	5072	11443	Exc face-mm b9+marg 2.1-3 cm	J1	5072	5073	4	"2,900.43"	11422	"2,685.26"	N
11623	Exc s/n/h/f/g mal+mrg 2.1-3	J1	5072	11623	Exc s/n/h/f/g mal+mrg 2.1-3	J1	5072	5073	16	"2,552.09"	11422	"2,685.26"	N
11623	Exc s/n/h/f/g mal+mrg 2.1-3	J1	5072	26055	Incise finger tendon sheath	J1	5112	5073	1	"2,989.05"	11422	"2,685.26"	N
11623	Exc s/n/h/f/g mal+mrg 2.1-3	J1	5072	26145	Tendon excision palm/finger	J1	5112	5073	1	"2,682.25"	11422	"2,685.26"	N
11623	Exc s/n/h/f/g mal+mrg 2.1-3	J1	5072	29848	Wrist endoscopy/surgery	J1	5112	5073	1	"1,668.67"	11422	"2,685.26"	N
11623	Exc s/n/h/f/g mal+mrg 2.1-3	J1	5072	52000	Cystourethroscopy	J1	5372	5073	1	"4,846.72"	11422	"2,685.26"	N
11623	Exc s/n/h/f/g mal+mrg 2.1-3	J1	5072	54100	Biopsy of penis	J1	5072	5073	1	"2,548.75"	11422	"2,685.26"	N
11624	Exc s/n/h/f/g mal+mrg 3.1-4	J1	5072	0753T	Dgtz gls mcrscp sld level iv	N	 	5073	7	"1,321.64"	11422	"2,685.26"	N
11624	Exc s/n/h/f/g mal+mrg 3.1-4	J1	5072	11044	Dbrdmt bone 1st 20 sq cm/<	J1	5072	5073	1	"2,012.62"	11422	"2,685.26"	N
11624	Exc s/n/h/f/g mal+mrg 3.1-4	J1	5072	11404	Exc tr-ext b9+marg 3.1-4 cm	J1	5072	5073	1	"6,566.29"	11422	"2,685.26"	N
11624	Exc s/n/h/f/g mal+mrg 3.1-4	J1	5072	11406	Exc tr-ext b9+marg >4.0 cm	J1	5072	5073	2	"3,736.10"	11422	"2,685.26"	N
11624	Exc s/n/h/f/g mal+mrg 3.1-4	J1	5072	11422	Exc h-f-nk-sp b9+marg 1.1-2	J1	5072	5073	3	"2,648.89"	11422	"2,685.26"	N
11624	Exc s/n/h/f/g mal+mrg 3.1-4	J1	5072	11423	Exc h-f-nk-sp b9+marg 2.1-3	J1	5072	5073	4	"2,686.28"	11422	"2,685.26"	N
11624	Exc s/n/h/f/g mal+mrg 3.1-4	J1	5072	11424	Exc h-f-nk-sp b9+marg 3.1-4	J1	5072	5073	2	"2,843.15"	11422	"2,685.26"	N
11624	Exc s/n/h/f/g mal+mrg 3.1-4	J1	5072	11443	Exc face-mm b9+marg 2.1-3 cm	J1	5072	5073	2	"3,695.70"	11422	"2,685.26"	N
11624	Exc s/n/h/f/g mal+mrg 3.1-4	J1	5072	11444	Exc face-mm b9+marg 3.1-4 cm	J1	5072	5073	1	"3,025.13"	11422	"2,685.26"	N
11624	Exc s/n/h/f/g mal+mrg 3.1-4	J1	5072	11620	Exc h-f-nk-sp mal+marg 0.5/<	J1	5072	5073	1	"1,257.59"	11422	"2,685.26"	N
11624	Exc s/n/h/f/g mal+mrg 3.1-4	J1	5072	11623	Exc s/n/h/f/g mal+mrg 2.1-3	J1	5072	5073	21	"2,919.34"	11422	"2,685.26"	N
11624	Exc s/n/h/f/g mal+mrg 3.1-4	J1	5072	11624	Exc s/n/h/f/g mal+mrg 3.1-4	J1	5072	5073	11	"4,572.44"	11422	"2,685.26"	N
11624	Exc s/n/h/f/g mal+mrg 3.1-4	J1	5072	11643	Exc f/e/e/n/l mal+mrg 2.1-3	J1	5072	5073	26	"3,505.38"	11422	"2,685.26"	Y
11624	Exc s/n/h/f/g mal+mrg 3.1-4	J1	5072	11644	Exc f/e/e/n/l mal+mrg 3.1-4	J1	5072	5073	10	"3,574.14"	11422	"2,685.26"	N
11624	Exc s/n/h/f/g mal+mrg 3.1-4	J1	5072	21011	Exc face les sc <2 cm	J1	5072	5073	1	"1,958.62"	11422	"2,685.26"	N
11624	Exc s/n/h/f/g mal+mrg 3.1-4	J1	5072	25112	Reremove wrist tendon lesion	J1	5112	5073	1	"4,334.19"	11422	"2,685.26"	N
11624	Exc s/n/h/f/g mal+mrg 3.1-4	J1	5072	26236	Partial removal finger bone	J1	5112	5073	1	"3,724.97"	11422	"2,685.26"	N
11624	Exc s/n/h/f/g mal+mrg 3.1-4	J1	5072	38505	Needle biopsy lymph nodes	J1	5072	5073	1	"1,701.59"	11422	"2,685.26"	N
11624	Exc s/n/h/f/g mal+mrg 3.1-4	J1	5072	52000	Cystourethroscopy	J1	5372	5073	1	"2,805.55"	11422	"2,685.26"	N
11643	Exc f/e/e/n/l mal+mrg 2.1-3	J1	5072	0753T	Dgtz gls mcrscp sld level iv	N	 	5073	13	"1,464.51"	11422	"2,685.26"	N
11643	Exc f/e/e/n/l mal+mrg 2.1-3	J1	5072	10140	I&d hmtma seroma/fluid collj	J1	5072	5073	1	"7,459.22"	11422	"2,685.26"	N
11643	Exc f/e/e/n/l mal+mrg 2.1-3	J1	5072	11404	Exc tr-ext b9+marg 3.1-4 cm	J1	5072	5073	6	"2,025.84"	11422	"2,685.26"	N
11643	Exc f/e/e/n/l mal+mrg 2.1-3	J1	5072	11420	Exc h-f-nk-sp b9+marg 0.5/<	J1	5072	5073	1	"5,886.29"	11422	"2,685.26"	N
11643	Exc f/e/e/n/l mal+mrg 2.1-3	J1	5072	11422	Exc h-f-nk-sp b9+marg 1.1-2	J1	5072	5073	8	"4,024.27"	11422	"2,685.26"	N
11643	Exc f/e/e/n/l mal+mrg 2.1-3	J1	5072	11423	Exc h-f-nk-sp b9+marg 2.1-3	J1	5072	5073	2	"4,034.68"	11422	"2,685.26"	N
11643	Exc f/e/e/n/l mal+mrg 2.1-3	J1	5072	11424	Exc h-f-nk-sp b9+marg 3.1-4	J1	5072	5073	2	"1,812.74"	11422	"2,685.26"	N
11643	Exc f/e/e/n/l mal+mrg 2.1-3	J1	5072	11443	Exc face-mm b9+marg 2.1-3 cm	J1	5072	5073	16	"1,892.36"	11422	"2,685.26"	N
11643	Exc f/e/e/n/l mal+mrg 2.1-3	J1	5072	11444	Exc face-mm b9+marg 3.1-4 cm	J1	5072	5073	4	"1,728.94"	11422	"2,685.26"	N
11643	Exc f/e/e/n/l mal+mrg 2.1-3	J1	5072	11623	Exc s/n/h/f/g mal+mrg 2.1-3	J1	5072	5073	26	"2,972.15"	11422	"2,685.26"	Y
11643	Exc f/e/e/n/l mal+mrg 2.1-3	J1	5072	11643	Exc f/e/e/n/l mal+mrg 2.1-3	J1	5072	5073	52	"2,539.48"	11422	"2,685.26"	N
11643	Exc f/e/e/n/l mal+mrg 2.1-3	J1	5072	29848	Wrist endoscopy/surgery	J1	5112	5073	1	"4,612.29"	11422	"2,685.26"	N
11643	Exc f/e/e/n/l mal+mrg 2.1-3	J1	5072	30100	Intranasal biopsy	J1	5163	5073	1	"4,950.88"	11422	"2,685.26"	N
11643	Exc f/e/e/n/l mal+mrg 2.1-3	J1	5072	40812	Excise/repair mouth lesion	J1	5163	5073	1	"4,875.76"	11422	"2,685.26"	N
11644	Exc f/e/e/n/l mal+mrg 3.1-4	J1	5072	0753T	Dgtz gls mcrscp sld level iv	N	 	5073	6	"2,364.55"	11422	"2,685.26"	N
11644	Exc f/e/e/n/l mal+mrg 3.1-4	J1	5072	11404	Exc tr-ext b9+marg 3.1-4 cm	J1	5072	5073	2	"2,376.13"	11422	"2,685.26"	N
11644	Exc f/e/e/n/l mal+mrg 3.1-4	J1	5072	11406	Exc tr-ext b9+marg >4.0 cm	J1	5072	5073	3	"2,919.40"	11422	"2,685.26"	N
11644	Exc f/e/e/n/l mal+mrg 3.1-4	J1	5072	11420	Exc h-f-nk-sp b9+marg 0.5/<	J1	5072	5073	2	"4,632.48"	11422	"2,685.26"	N
11644	Exc f/e/e/n/l mal+mrg 3.1-4	J1	5072	11422	Exc h-f-nk-sp b9+marg 1.1-2	J1	5072	5073	2	"3,268.07"	11422	"2,685.26"	N
11644	Exc f/e/e/n/l mal+mrg 3.1-4	J1	5072	11423	Exc h-f-nk-sp b9+marg 2.1-3	J1	5072	5073	5	"5,141.78"	11422	"2,685.26"	N
11644	Exc f/e/e/n/l mal+mrg 3.1-4	J1	5072	11443	Exc face-mm b9+marg 2.1-3 cm	J1	5072	5073	7	"1,976.17"	11422	"2,685.26"	N
11644	Exc f/e/e/n/l mal+mrg 3.1-4	J1	5072	11444	Exc face-mm b9+marg 3.1-4 cm	J1	5072	5073	3	"1,320.17"	11422	"2,685.26"	N
11644	Exc f/e/e/n/l mal+mrg 3.1-4	J1	5072	11620	Exc h-f-nk-sp mal+marg 0.5/<	J1	5072	5073	2	"5,167.83"	11422	"2,685.26"	N
11644	Exc f/e/e/n/l mal+mrg 3.1-4	J1	5072	11623	Exc s/n/h/f/g mal+mrg 2.1-3	J1	5072	5073	12	"3,094.42"	11422	"2,685.26"	N
11644	Exc f/e/e/n/l mal+mrg 3.1-4	J1	5072	11643	Exc f/e/e/n/l mal+mrg 2.1-3	J1	5072	5073	46	"3,253.52"	11422	"2,685.26"	Y
11644	Exc f/e/e/n/l mal+mrg 3.1-4	J1	5072	11644	Exc f/e/e/n/l mal+mrg 3.1-4	J1	5072	5073	13	"3,528.62"	11422	"2,685.26"	N
11644	Exc f/e/e/n/l mal+mrg 3.1-4	J1	5072	21555	Exc neck les sc < 3 cm	J1	5072	5073	1	"3,695.25"	11422	"2,685.26"	N
11644	Exc f/e/e/n/l mal+mrg 3.1-4	J1	5072	26115	Exc hand les sc < 1.5 cm	J1	5072	5073	1	"3,841.06"	11422	"2,685.26"	N
11644	Exc f/e/e/n/l mal+mrg 3.1-4	J1	5072	38505	Needle biopsy lymph nodes	J1	5072	5073	1	"6,919.24"	11422	"2,685.26"	N
19020	Mastotomy expl drg absc dp	J1	5072	10140	I&d hmtma seroma/fluid collj	J1	5072	5073	1	"5,355.35"	11422	"2,685.26"	N
19020	Mastotomy expl drg absc dp	J1	5072	19020	Mastotomy expl drg absc dp	J1	5072	5073	5	"3,691.78"	11422	"2,685.26"	N
19020	Mastotomy expl drg absc dp	J1	5072	19083	Bx breast 1st lesion us imag	J1	5072	5073	1	546.64	11422	"2,685.26"	N
19081	Bx breast 1st lesion strtctc	J1	5072	0753T	Dgtz gls mcrscp sld level iv	N	 	5073	117	"2,001.71"	11422	"2,685.26"	N
19081	Bx breast 1st lesion strtctc	J1	5072	10140	I&d hmtma seroma/fluid collj	J1	5072	5073	1	"4,030.81"	11422	"2,685.26"	N
19081	Bx breast 1st lesion strtctc	J1	5072	11422	Exc h-f-nk-sp b9+marg 1.1-2	J1	5072	5073	1	"3,270.46"	11422	"2,685.26"	N
19081	Bx breast 1st lesion strtctc	J1	5072	19081	Bx breast 1st lesion strtctc	J1	5072	5073	234	"3,196.94"	11422	"2,685.26"	Y
19081	Bx breast 1st lesion strtctc	J1	5072	19082	Bx breast add lesion strtctc	N	 	5073	"1,850"	"2,749.69"	11422	"2,685.26"	Y
19081	Bx breast 1st lesion strtctc	J1	5072	19083	Bx breast 1st lesion us imag	J1	5072	5073	"1,945"	"3,332.10"	11422	"2,685.26"	Y
19081	Bx breast 1st lesion strtctc	J1	5072	19100	Bx breast percut w/o image	J1	5072	5073	4	"1,802.99"	11422	"2,685.26"	N
19081	Bx breast 1st lesion strtctc	J1	5072	38505	Needle biopsy lymph nodes	J1	5072	5073	99	"3,422.50"	11422	"2,685.26"	Y
19081	Bx breast 1st lesion strtctc	J1	5072	51720	Treatment of bladder lesion	J1	5372	5073	1	"1,120.34"	11422	"2,685.26"	N
19083	Bx breast 1st lesion us imag	J1	5072	0690T	Quan us tis charac w/dx us	N	 	5073	3	"1,143.79"	11422	"2,685.26"	N
19083	Bx breast 1st lesion us imag	J1	5072	0753T	Dgtz gls mcrscp sld level iv	N	 	5073	172	"1,356.40"	11422	"2,685.26"	N
19083	Bx breast 1st lesion us imag	J1	5072	19083	Bx breast 1st lesion us imag	J1	5072	5073	540	"2,739.65"	11422	"2,685.26"	Y
19083	Bx breast 1st lesion us imag	J1	5072	19084	Bx breast add lesion us imag	N	 	5073	"4,166"	"2,315.95"	11422	"2,685.26"	N
19083	Bx breast 1st lesion us imag	J1	5072	19100	Bx breast percut w/o image	J1	5072	5073	14	"2,305.88"	11422	"2,685.26"	N
19083	Bx breast 1st lesion us imag	J1	5072	20206	Biopsy muscle perq needle	J1	5072	5073	21	"2,802.07"	11422	"2,685.26"	N
19083	Bx breast 1st lesion us imag	J1	5072	38505	Needle biopsy lymph nodes	J1	5072	5073	"3,608"	"2,808.24"	11422	"2,685.26"	Y
19083	Bx breast 1st lesion us imag	J1	5072	51710	Change of bladder tube	J1	5372	5073	1	"1,817.82"	11422	"2,685.26"	N
19083	Bx breast 1st lesion us imag	J1	5072	51729	Cystometrogram w/vp&up	J1	5372	5073	1	"3,606.46"	11422	"2,685.26"	N
19085	Bx breast 1st lesion mr imag	J1	5072	0753T	Dgtz gls mcrscp sld level iv	N	 	5073	60	958.24	11422	"2,685.26"	N
19085	Bx breast 1st lesion mr imag	J1	5072	19081	Bx breast 1st lesion strtctc	J1	5072	5073	19	"3,969.43"	11422	"2,685.26"	N
19085	Bx breast 1st lesion mr imag	J1	5072	19083	Bx breast 1st lesion us imag	J1	5072	5073	63	"3,538.32"	11422	"2,685.26"	Y
19085	Bx breast 1st lesion mr imag	J1	5072	19085	Bx breast 1st lesion mr imag	J1	5072	5073	52	"3,521.86"	11422	"2,685.26"	Y
19085	Bx breast 1st lesion mr imag	J1	5072	19086	Bx breast add lesion mr imag	N	 	5073	483	"3,223.41"	11422	"2,685.26"	Y
19085	Bx breast 1st lesion mr imag	J1	5072	38505	Needle biopsy lymph nodes	J1	5072	5073	25	"4,125.28"	11422	"2,685.26"	Y
19100	Bx breast percut w/o image	J1	5072	19100	Bx breast percut w/o image	J1	5072	5073	8	"1,750.82"	11422	"2,685.26"	N
20103	Expl pentrg wound extremity	J1	5072	11044	Dbrdmt bone 1st 20 sq cm/<	J1	5072	5073	2	"1,655.52"	11422	"2,685.26"	N
20103	Expl pentrg wound extremity	J1	5072	20103	Expl pentrg wound extremity	J1	5072	5073	4	"1,989.83"	11422	"2,685.26"	N
20103	Expl pentrg wound extremity	J1	5072	26011	Drainage of finger abscess	J1	5072	5073	1	"5,349.39"	11422	"2,685.26"	N
20103	Expl pentrg wound extremity	J1	5072	26410	Repair hand tendon	J1	5112	5073	1	"2,441.88"	11422	"2,685.26"	N
20103	Expl pentrg wound extremity	J1	5072	26418	Repair finger tendon	J1	5112	5073	2	"3,312.63"	11422	"2,685.26"	N
20200	Muscle biopsy superficial	J1	5072	10140	I&d hmtma seroma/fluid collj	J1	5072	5073	1	"9,717.62"	11422	"2,685.26"	N
20200	Muscle biopsy superficial	J1	5072	11044	Dbrdmt bone 1st 20 sq cm/<	J1	5072	5073	1	"6,750.26"	11422	"2,685.26"	N
20200	Muscle biopsy superficial	J1	5072	20200	Muscle biopsy superficial	J1	5072	5073	6	"2,969.19"	11422	"2,685.26"	N
20200	Muscle biopsy superficial	J1	5072	49180	Biopsy abdominal mass	J1	5072	5073	1	"1,842.40"	11422	"2,685.26"	N
20206	Biopsy muscle perq needle	J1	5072	0753T	Dgtz gls mcrscp sld level iv	N	 	5073	15	"1,137.34"	11422	"2,685.26"	N
20206	Biopsy muscle perq needle	J1	5072	0754T	Dgtz gls mcrscp sld level v	N	 	5073	16	"1,237.81"	11422	"2,685.26"	N
20206	Biopsy muscle perq needle	J1	5072	20206	Biopsy muscle perq needle	J1	5072	5073	97	"2,487.43"	11422	"2,685.26"	N
20206	Biopsy muscle perq needle	J1	5072	27040	Biopsy of soft tissues	J1	5072	5073	1	"2,173.61"	11422	"2,685.26"	N
20206	Biopsy muscle perq needle	J1	5072	42800	Biopsy of throat	J1	5163	5073	1	"1,082.11"	11422	"2,685.26"	N
20206	Biopsy muscle perq needle	J1	5072	48102	Needle biopsy pancreas	J1	5072	5073	2	"3,212.46"	11422	"2,685.26"	N
20206	Biopsy muscle perq needle	J1	5072	77002	Needle localization by xray	N	 	5073	10	943.98	11422	"2,685.26"	N
20220	Bone biopsy trocar/ndl supfc	J1	5072	0753T	Dgtz gls mcrscp sld level iv	N	 	5073	1	"2,054.93"	11422	"2,685.26"	N
20220	Bone biopsy trocar/ndl supfc	J1	5072	0754T	Dgtz gls mcrscp sld level v	N	 	5073	2	"1,206.23"	11422	"2,685.26"	N
20220	Bone biopsy trocar/ndl supfc	J1	5072	11420	Exc h-f-nk-sp b9+marg 0.5/<	J1	5072	5073	1	"2,754.75"	11422	"2,685.26"	N
20220	Bone biopsy trocar/ndl supfc	J1	5072	11422	Exc h-f-nk-sp b9+marg 1.1-2	J1	5072	5073	1	"1,467.98"	11422	"2,685.26"	N
20220	Bone biopsy trocar/ndl supfc	J1	5072	19083	Bx breast 1st lesion us imag	J1	5072	5073	1	"3,882.24"	11422	"2,685.26"	N
20220	Bone biopsy trocar/ndl supfc	J1	5072	20206	Biopsy muscle perq needle	J1	5072	5073	27	"2,506.46"	11422	"2,685.26"	N
20220	Bone biopsy trocar/ndl supfc	J1	5072	20220	Bone biopsy trocar/ndl supfc	J1	5072	5073	36	"2,411.59"	11422	"2,685.26"	N
20220	Bone biopsy trocar/ndl supfc	J1	5072	21550	Biopsy of neck/chest	J1	5072	5073	1	"2,466.94"	11422	"2,685.26"	N
20220	Bone biopsy trocar/ndl supfc	J1	5072	21920	Biopsy soft tissue of back	J1	5072	5073	2	"1,697.87"	11422	"2,685.26"	N
20220	Bone biopsy trocar/ndl supfc	J1	5072	27040	Biopsy of soft tissues	J1	5072	5073	2	997.58	11422	"2,685.26"	N
20220	Bone biopsy trocar/ndl supfc	J1	5072	27050	Biopsy of sacroiliac joint	J1	5112	5073	1	"2,139.57"	11422	"2,685.26"	N
20220	Bone biopsy trocar/ndl supfc	J1	5072	28002	Treatment of foot infection	J1	5112	5073	1	"2,938.83"	11422	"2,685.26"	N
20220	Bone biopsy trocar/ndl supfc	J1	5072	28010	Incision of toe tendon	J1	5112	5073	1	"1,503.00"	11422	"2,685.26"	N
20220	Bone biopsy trocar/ndl supfc	J1	5072	28234	Incision of foot tendon	J1	5112	5073	1	"4,696.49"	11422	"2,685.26"	N
