	Addendum J for CY2025 ranks to determine primary assignment of comprehensive HCPCS codes									
37228	Tib/per revasc w/tla	J1	5193	"10,662.88"	"8,853"	"3,442"	"8,711.88"	273	 	
92937	Prq revasc byp graft 1 vsl	J1	5193	"10,662.88"	648	74	"8,548.75"	274	 	
C9604	Perc d-e cor revasc t cabg s	J1	5193	"10,662.88"	"4,773"	639	"8,392.64"	275	 	
36905	Thrmbc/nfs dialysis circuit	J1	5193	"10,662.88"	"5,528"	"4,898"	"8,200.28"	276	 	
33900	Perq p-art revsc 1 nm nt uni	J1	5193	"10,662.88"	4	2	"6,624.15"	277	 	
92990	Revision of pulmonary valve	J1	5193	"10,662.88"	10	2	"5,523.79"	278	 	
0601T	Ire abltj 1+tumors open	J1	5362	"9,772.31"	16	6	"18,115.99"	279	 	
58543	Lsh uterus above 250 g	J1	5362	"9,772.31"	5	4	"14,179.00"	280	 	
43284	Laps esophgl sphnctr agmntj	J1	5362	"9,772.31"	139	129	"14,039.11"	281	 	
0600T	Ire abltj 1+tum organ perq	J1	5362	"9,772.31"	207	167	"13,942.58"	282	 	
58546	Laparo-myomectomy complex	J1	5362	"9,772.31"	14	6	"12,640.84"	283	 	
58541	Lsh uterus 250 g or less	J1	5362	"9,772.31"	82	10	"12,324.67"	284	 	
50543	Laparo partial nephrectomy	J1	5362	"9,772.31"	"3,457"	"3,159"	"12,157.24"	285	 	
55866	Laps surg prst8ect rpbic rad	J1	5362	"9,772.31"	"12,934"	"2,711"	"12,123.10"	286	 	
38120	Laparoscopy splenectomy	J1	5362	"9,772.31"	81	71	"11,881.38"	287	 	
50947	Laparo new ureter/bladder	J1	5362	"9,772.31"	173	107	"11,577.22"	288	 	
43282	Lap paraesoph her rpr w/mesh	J1	5362	"9,772.31"	"3,943"	"3,527"	"11,083.43"	289	 	
50544	Laparoscopy pyeloplasty	J1	5362	"9,772.31"	551	317	"10,988.57"	290	 	
55867	Laps surg prst8ect smpl stot	J1	5362	"9,772.31"	"2,188"	"1,737"	"10,910.13"	291	 	
43770	Lap place gastr adj device	J1	5362	"9,772.31"	37	27	"10,787.06"	292	 	
50948	Laparo new ureter/bladder	J1	5362	"9,772.31"	60	40	"10,680.95"	293	 	
58572	Tlh uterus over 250 g	J1	5362	"9,772.31"	42	22	"10,536.35"	294	 	
57425	Laparoscopy surg colpopexy	J1	5362	"9,772.31"	"8,999"	"1,316"	"10,475.82"	295	 	
43210	Egd esophagogastrc fndoplsty	J1	5362	"9,772.31"	154	124	"10,430.08"	296	 	
38571	Laparoscopy lymphadenectomy	J1	5362	"9,772.31"	"11,296"	154	"10,215.56"	297	 	
47554	Biliary endoscopy thru skin	J1	5362	"9,772.31"	119	14	"10,145.86"	298	 	
58573	Tlh w/t/o uterus over 250 g	J1	5362	"9,772.31"	"1,221"	683	"10,025.80"	299	 	
38573	Laps pelvic lymphadec	J1	5362	"9,772.31"	199	21	"10,013.90"	300	 	
58544	Lsh w/t/o uterus above 250 g	J1	5362	"9,772.31"	54	29	"9,939.59"	301	 	
0677T	Laps repos lead isdss 1st ld	J1	5362	"9,772.31"	0	0	"9,772.31"	302	 	
49655	Lap inc hern repair comp	J1	5362	"9,772.31"	0	0	"9,772.31"	303	YES	
49657	Lap inc hern recur comp	J1	5362	"9,772.31"	0	0	"9,772.31"	304	YES	
C9901	Endo defect closure GI tract	J1	5362	"9,772.31"	0	0	"9,772.31"	305	 	
50542	Laparo ablate renal mass	J1	5362	"9,772.31"	54	27	"9,758.03"	306	 	
38572	Laparoscopy lymphadenectomy	J1	5362	"9,772.31"	851	33	"9,457.14"	307	 	
58554	Laparo-vag hyst w/t/o compl	J1	5362	"9,772.31"	84	59	"9,421.44"	308	 	
43281	Lap paraesophag hern repair	J1	5362	"9,772.31"	"5,004"	"4,465"	"9,231.85"	309	 	
58542	Lsh w/t/o ut 250 g or less	J1	5362	"9,772.31"	"2,458"	150	"9,215.34"	310	 	
58553	Laparo-vag hyst complex	J1	5362	"9,772.31"	7	5	"8,932.73"	311	 	
47370	Laparo ablate liver tumor rf	J1	5362	"9,772.31"	255	179	"8,908.60"	312	 	
50593	Perc cryo ablate renal tum	J1	5362	"9,772.31"	"3,327"	"2,104"	"8,737.08"	313	 	
43280	Laparoscopy fundoplasty	J1	5362	"9,772.31"	"1,703"	"1,511"	"8,735.42"	314	 	
58571	Tlh w/t/o 250 g or less	J1	5362	"9,772.31"	"19,505"	"8,485"	"8,583.77"	315	 	
47383	Perq abltj lvr cryoablation	J1	5362	"9,772.31"	222	183	"8,485.52"	316	 	
57423	Repair paravag defect lap	J1	5362	"9,772.31"	464	5	"8,350.45"	317	 	
32994	Ablate pulm tumor perq crybl	J1	5362	"9,772.31"	300	235	"8,276.59"	318	 	
32607	Thoracoscopy w/bx infiltrate	J1	5362	"9,772.31"	69	56	"8,271.89"	319	 	
47564	Laparo cholecystectomy/explr	J1	5362	"9,772.31"	198	175	"8,193.11"	320	 	
50541	Laparo ablate renal cyst	J1	5362	"9,772.31"	243	146	"8,069.59"	321	 	
58570	Tlh uterus 250 g or less	J1	5362	"9,772.31"	441	211	"8,028.83"	322	 	
32608	Thoracoscopy w/bx nodule	J1	5362	"9,772.31"	92	66	"7,952.45"	323	 	
58674	Laps abltj uterine fibroids	J1	5362	"9,772.31"	13	3	"7,930.09"	324	 	
58552	Laparo-vag hyst incl t/o	J1	5362	"9,772.31"	"2,308"	"1,055"	"7,847.26"	325	 	
C9784	Endo sleeve gastro w/tube	J1	5362	"9,772.31"	4	4	"7,805.88"	326	 	
47371	Laparo ablate liver cryosurg	J1	5362	"9,772.31"	3	2	"7,014.93"	327	 	
47556	Biliary endoscopy thru skin	J1	5362	"9,772.31"	25	8	"6,667.60"	328	 	
58673	Laparoscopy salpingostomy	J1	5362	"9,772.31"	1	1	"5,965.03"	329	 	
C9785	Endo outlet restrict w/tube	J1	5362	"9,772.31"	6	5	"5,296.62"	330	 	
43648	Lap revise/remv eltrd antrum	J1	5362	"9,772.31"	21	4	"3,622.06"	331	 	
0679T	Laps rmvl lead isdss	J1	5362	"9,772.31"	1	1	"3,254.71"	332	 	
32604	Thoracoscopy wbx sac	J1	5362	"9,772.31"	2	2	"2,371.85"	333	 	
0421T	Waterjet prostate abltj cmpl	J1	5376	"9,108.61"	"4,842"	"4,509"	"10,388.03"	334	 	
C9761	"Cysto, litho, vacuum kidney"	J1	5376	"9,108.61"	96	30	"9,921.73"	335	 	
53452	Tprnl balo cntnc dev uni	J1	5376	"9,108.61"	11	10	"9,806.43"	336	 	
50576	Kidney endoscopy & treatment	J1	5376	"9,108.61"	13	0	"9,108.61"	337	 	
0549T	Tprnl balo cntnc dev uni	J1	5376	"9,108.61"	0	0	"9,108.61"	338	YES	
54316	Reconstruction of urethra	J1	5376	"9,108.61"	0	0	"9,108.61"	339	 	
54344	Rrp hypspad comp moblj&urtp	J1	5376	"9,108.61"	0	0	"9,108.61"	340	 	
C9740	Cysto impl 4 or more	J1	5376	"9,108.61"	"7,061"	"6,384"	"9,000.15"	341	 	
55873	Cryoablate prostate	J1	5376	"9,108.61"	880	823	"8,873.70"	342	 	
50081	Perq nl/pl lithotrp cplx>2cm	J1	5376	"9,108.61"	"3,669"	"1,225"	"8,809.75"	343	 	
50562	Renal scope w/tumor resect	J1	5376	"9,108.61"	9	1	"8,586.78"	344	 	
53449	Repair uro sphincter	J1	5376	"9,108.61"	121	105	"7,903.79"	345	 	
50080	Perq nl/pl lithotrp smpl<2cm	J1	5376	"9,108.61"	"1,470"	567	"7,601.11"	346	 	
50557	Kidney endoscopy & treatment	J1	5376	"9,108.61"	13	2	"7,418.00"	347	 	
55880	Abltj mal prst8 tiss hifu	J1	5376	"9,108.61"	861	826	"6,662.89"	348	 	
51860	Repair of bladder wound	J1	5376	"9,108.61"	104	6	"6,660.97"	349	 	
50555	Kidney endoscopy & biopsy	J1	5376	"9,108.61"	17	4	"6,244.82"	350	 	
54112	Treat penis lesion graft	J1	5376	"9,108.61"	44	18	"6,022.50"	351	 	
C9769	Cysto w/temp pros implant	J1	5376	"9,108.61"	96	90	"4,687.33"	352	YES	
0619T	Cysto w/prst8 commissurotomy	J1	5376	"9,108.61"	3	2	"2,977.67"	353	 	
33271	Insj subq impltbl dfb elctrd	J1	5222	"8,337.84"	15	14	"15,121.30"	354	 	
33211	Insert card electrodes dual	J1	5222	"8,337.84"	16	3	"10,260.37"	355	 	
33217	Insert 2 electrode pm-defib	J1	5222	"8,337.84"	212	175	"9,592.54"	356	 	
33212	Insert pulse gen sngl lead	J1	5222	"8,337.84"	32	30	"8,560.87"	357	 	
33227	Remove&replace pm gen singl	J1	5222	"8,337.84"	"1,978"	"1,952"	"8,511.36"	358	 	
33285	Insj subq car rhythm mntr	J1	5222	"8,337.84"	"33,052"	"30,537"	"8,408.25"	359	 	
0303T	Icar ischm mntrng sys eltrd	J1	5222	"8,337.84"	0	0	"8,337.84"	360	YES	
0453T	Insj/rplcmt mech-elec ntrfce	J1	5222	"8,337.84"	0	0	"8,337.84"	361	YES	
0454T	Insj/rplcmt subq electrode	J1	5222	"8,337.84"	0	0	"8,337.84"	362	YES	
0526T	Insj/rplcmt iims eltrd only	J1	5222	"8,337.84"	0	0	"8,337.84"	363	 	
0572T	Insertion ss dfb electrode	J1	5222	"8,337.84"	0	0	"8,337.84"	364	 	
0917T	Insj perm ccm-d sys 1 lead	J1	5222	"8,337.84"	0	0	"8,337.84"	365	 	
0918T	Insj perm ccm-d sys dual ld	J1	5222	"8,337.84"	0	0	"8,337.84"	366	 	
33282	Implant pat-active ht record	J1	5222	"8,337.84"	0	0	"8,337.84"	367	YES	
0527T	Insj/rplcmt iims implt mntr	J1	5222	"8,337.84"	3	3	"7,240.71"	368	 	
33216	Insert 1 electrode pm-defib	J1	5222	"8,337.84"	"1,690"	"1,459"	"6,989.91"	369	 	
0410T	Insj/rplc car modulj atr elt	J1	5222	"8,337.84"	1	1	"6,556.38"	370	 	
33210	Insert electrd/pm cath sngl	J1	5222	"8,337.84"	671	125	"4,793.38"	371	 	
0411T	Insj/rplc car modulj vnt elt	J1	5222	"8,337.84"	12	6	"4,356.46"	372	 	
19357	Tiss xpndr plmt brst rcnstj	J1	5094	"8,247.42"	"2,904"	326	"8,247.42"	373	 	
67027	Implant eye drug system	J1	5495	"8,179.46"	67	43	"8,179.46"	374	 	
93602	Intra-atrial recording	J1	5212	"7,583.65"	50	5	"10,668.25"	375	 	
93620	Comp ep evl r at ven pac&rec	J1	5212	"7,583.65"	"3,959"	"2,436"	"8,851.88"	376	 	
93610	Intra-atrial pacing	J1	5212	"7,583.65"	37	7	"7,272.38"	377	 	
93619	Comprehensive ep evaluation	J1	5212	"7,583.65"	362	184	"7,204.45"	378	 	
93650	Icar cath abltj av node func	J1	5212	"7,583.65"	"8,453"	"3,689"	"6,913.67"	379	 	
93600	Bundle of his recording	J1	5212	"7,583.65"	371	8	"5,287.34"	380	 	
93612	Intraventricular pacing	J1	5212	"7,583.65"	64	7	"5,172.35"	381	 	
93624	Ep f-up study pacg&rec	J1	5212	"7,583.65"	33	23	"2,673.72"	382	 	
64912	Nrv rpr w/nrv algrft 1st	J1	5432	"7,563.60"	259	62	"11,016.91"	383	 	
64893	Nrv grf 1strnd arm/leg >4 cm	J1	5432	"7,563.60"	5	1	"9,398.11"	384	 	
64885	Nerve graft head/neck <4 cm	J1	5432	"7,563.60"	16	4	"9,239.52"	385	 	
64891	Nrv grf 1strnd hnd/foot >4cm	J1	5432	"7,563.60"	4	1	"9,108.84"	386	 	
64886	Nerve graft head/neck >4 cm	J1	5432	"7,563.60"	21	1	"9,093.17"	387	 	
64897	Nrv grf mltst arm/leg <4 cm	J1	5432	"7,563.60"	5	1	"8,764.44"	388	 	
61720	Incise skull/brain surgery	J1	5432	"7,563.60"	4	3	"8,567.99"	389	 	
63741	Install spinal shunt	J1	5432	"7,563.60"	15	14	"8,505.44"	390	 	
62230	Replace/revise brain shunt	J1	5432	"7,563.60"	343	300	"7,929.92"	391	 	
62350	Implant spinal canal cath	J1	5432	"7,563.60"	"1,557"	306	"7,616.95"	392	 	
64836	Repair of hand or foot nerve	J1	5432	"7,563.60"	22	0	"7,563.60"	393	 	
64835	Repair of hand or foot nerve	J1	5432	"7,563.60"	11	0	"7,563.60"	394	 	
64898	Nrv grf mltst arm/leg >4 cm	J1	5432	"7,563.60"	4	0	"7,563.60"	395	 	
64865	Repair of facial nerve	J1	5432	"7,563.60"	2	0	"7,563.60"	396	 	
64907	Nerve pedicle transfer	J1	5432	"7,563.60"	2	0	"7,563.60"	397	 	
61770	Incise skull for treatment	J1	5432	"7,563.60"	0	0	"7,563.60"	398	 	
64840	Repair of leg nerve	J1	5432	"7,563.60"	0	0	"7,563.60"	399	 	
64862	Repair of low back nerves	J1	5432	"7,563.60"	0	0	"7,563.60"	400	 	
64895	Nrv grf mltst hnd/foot <4 cm	J1	5432	"7,563.60"	0	0	"7,563.60"	401	 	
64896	Nrv grf mltst hnd/foot >4 cm	J1	5432	"7,563.60"	0	0	"7,563.60"	402	 	
64856	Repair/transpose nerve	J1	5432	"7,563.60"	14	2	"7,499.82"	403	 	
64905	Nerve pedicle transfer	J1	5432	"7,563.60"	219	52	"7,399.40"	404	 	
64890	Nrv grf 1strnd hnd/foot <4cm	J1	5432	"7,563.60"	11	2	"7,347.45"	405	 	
64910	Nerve repair w/allograft	J1	5432	"7,563.60"	285	54	"7,031.16"	406	 	
62225	Replace/irrigate catheter	J1	5432	"7,563.60"	45	22	"6,984.83"	407	 	
0442T	Abltj perc plex/trncl nrv	J1	5432	"7,563.60"	66	43	"6,807.34"	408	 	
64857	Repair arm/leg nerve	J1	5432	"7,563.60"	30	7	"5,882.21"	409	 	
63744	Revision of spinal shunt	J1	5432	"7,563.60"	18	17	"5,779.06"	410	 	
61215	Ins subq rsvr pmp/nfs sys	J1	5432	"7,563.60"	6	6	"5,608.02"	411	 	
64792	Removal of nerve lesion	J1	5432	"7,563.60"	33	21	"5,222.00"	412	 	
64786	Remove sciatic nerve lesion	J1	5432	"7,563.60"	34	20	"5,129.22"	413	 	
64892	Nrv grf 1strnd arm/leg <4cm	J1	5432	"7,563.60"	6	1	"4,722.67"	414	 	
64911	Neurorraphy w/vein autograft	J1	5432	"7,563.60"	7	3	"4,407.87"	415	 	
64834	Repair of hand or foot nerve	J1	5432	"7,563.60"	34	5	"2,876.94"	416	 	
64864	Repair of facial nerve	J1	5432	"7,563.60"	22	1	"2,264.53"	417	 	
77371	Srs multisource	J1	5627	"7,539.40"	"4,567"	"4,546"	"10,267.70"	418	 	
77425	Io rad tx deliver by elctrns	J1	5627	"7,539.40"	36	0	"7,539.40"	419	 	
77424	Io rad tx delivery by x-ray	J1	5627	"7,539.40"	336	39	"5,355.67"	420	 	
77372	Srs linear based	J1	5627	"7,539.40"	"4,081"	"3,933"	"5,295.15"	421	 	
0587T	Perq impltj/rplcmt isdns ptn	J1	5462	"7,001.07"	6	6	"10,514.09"	422	 	
64581	Opn impltj nea sacral nerve	J1	5462	"7,001.07"	"3,221"	"1,014"	"9,876.15"	423	 	
64555	Implant neuroelectrodes	J1	5462	"7,001.07"	"3,127"	"2,317"	"8,604.36"	424	 	
63663	Revise spine eltrd perq aray	J1	5462	"7,001.07"	637	208	"8,108.00"	425	 	
64565	Implant neuroelectrodes	J1	5462	"7,001.07"	0	0	"7,001.07"	426	YES	
64561	Implant neuroelectrodes	J1	5462	"7,001.07"	"8,773"	"3,022"	"6,512.89"	427	 	
63650	Implant neuroelectrodes	J1	5462	"7,001.07"	"14,232"	"3,054"	"5,680.37"	428	 	
27357	Remove femur lesion/graft	J1	5114	"6,973.89"	55	1	"34,803.85"	429	 	
27700	Revision of ankle joint	J1	5114	"6,973.89"	43	18	"16,692.61"	430	 	
25392	Shorten radius & ulna	J1	5114	"6,973.89"	2	1	"14,089.52"	431	 	
29887	Knee arthroscopy/surgery	J1	5114	"6,973.89"	4	1	"14,031.13"	432	 	
27397	Transplants of thigh tendons	J1	5114	"6,973.89"	1	1	"13,844.15"	433	 	
27826	Treat lower leg fracture	J1	5114	"6,973.89"	16	4	"13,820.58"	434	 	
27477	Surgery to stop leg growth	J1	5114	"6,973.89"	23	22	"13,777.09"	435	 	
23460	Repair shoulder capsule	J1	5114	"6,973.89"	12	6	"13,514.91"	436	 	
28446	Osteochondral talus autogrft	J1	5114	"6,973.89"	17	6	"13,213.16"	437	 	
24420	Revision of humerus	J1	5114	"6,973.89"	10	2	"13,108.52"	438	 	
23800	Arthrodesis glenohumeral jt	J1	5114	"6,973.89"	5	3	"12,691.25"	439	 	
62351	Implant spinal canal cath	J1	5114	"6,973.89"	25	7	"12,602.71"	440	 	
23530	Optx strnclav dislc aqt/chrn	J1	5114	"6,973.89"	8	5	"12,250.13"	441	 	
25415	Repair radius & ulna	J1	5114	"6,973.89"	20	10	"12,130.92"	442	 	
27720	Repair of tibia	J1	5114	"6,973.89"	153	85	"11,985.89"	443	 	
27407	Repair of knee ligament	J1	5114	"6,973.89"	6	1	"11,681.66"	444	 	
29899	Ankle arthroscopy/surgery	J1	5114	"6,973.89"	76	32	"11,447.96"	445	 	
28262	Revision of foot and ankle	J1	5114	"6,973.89"	61	2	"11,267.23"	446	 	
27705	Osteotomy tibia	J1	5114	"6,973.89"	86	16	"11,225.89"	447	 	
24360	Reconstruct elbow joint	J1	5114	"6,973.89"	13	5	"11,094.27"	448	 	
28106	Remove/graft foot lesion	J1	5114	"6,973.89"	18	3	"11,062.81"	449	 	
23397	Muscle transfers	J1	5114	"6,973.89"	13	3	"10,960.59"	450	 	
25425	Repair/graft radius or ulna	J1	5114	"6,973.89"	11	1	"10,866.62"	451	 	
27745	Reinforce tibia	J1	5114	"6,973.89"	182	21	"10,609.38"	452	 	
27403	Repair of knee cartilage	J1	5114	"6,973.89"	21	13	"10,602.62"	453	 	
21811	Optx of rib fx w/fixj scope	J1	5114	"6,973.89"	30	9	"10,563.57"	454	 	
25575	Optx rdl&uln shft fx rds&uln	J1	5114	"6,973.89"	244	191	"10,469.40"	455	 	
28302	Incision of ankle bone	J1	5114	"6,973.89"	14	1	"10,463.23"	456	 	
29888	Knee arthroscopy/surgery	J1	5114	"6,973.89"	411	79	"10,403.91"	457	 	
23400	Fixation of shoulder blade	J1	5114	"6,973.89"	1	1	"10,380.64"	458	 	
28740	Fusion of foot bones	J1	5114	"6,973.89"	"2,126"	348	"10,287.80"	459	 	
27823	Treatment of ankle fracture	J1	5114	"6,973.89"	540	342	"10,205.79"	460	 	
24615	Treat elbow dislocation	J1	5114	"6,973.89"	64	17	"10,104.01"	461	 	
27400	Revise thigh muscles/tendons	J1	5114	"6,973.89"	1	1	"10,063.93"	462	 	
27027	Buttock fasciotomy	J1	5114	"6,973.89"	5	2	"9,890.21"	463	 	
27756	Treatment of tibia fracture	J1	5114	"6,973.89"	12	9	"9,826.28"	464	 	
63016	Remove spine lamina >2 thrc	J1	5114	"6,973.89"	21	8	"9,747.40"	465	 	
23585	Optx scapular fx w/int fixj	J1	5114	"6,973.89"	268	152	"9,716.61"	466	 	
20983	Ablate bone tumor(s) perq	J1	5114	"6,973.89"	215	117	"9,712.06"	467	 	
27726	Repair fibula nonunion	J1	5114	"6,973.89"	154	56	"9,555.58"	468	 	
24635	Treat elbow fracture	J1	5114	"6,973.89"	122	68	"9,492.58"	469	 	
23552	Optx acrclv dslc aq/chrn grf	J1	5114	"6,973.89"	89	35	"9,430.66"	470	 	
27848	Treat ankle dislocation	J1	5114	"6,973.89"	32	5	"9,358.52"	471	 	
27381	Repair/graft kneecap tendon	J1	5114	"6,973.89"	137	110	"9,305.64"	472	 	
27822	Treatment of ankle fracture	J1	5114	"6,973.89"	"2,239"	"1,261"	"9,217.75"	473	 	
29868	Meniscal trnspl knee w/scpe	J1	5114	"6,973.89"	5	3	"9,203.37"	474	 	
25420	Repair/graft radius & ulna	J1	5114	"6,973.89"	16	8	"9,195.82"	475	 	
23395	Muscle transfer shoulder/arm	J1	5114	"6,973.89"	464	12	"9,077.94"	476	 	
23670	Optx sho dislc fx	J1	5114	"6,973.89"	73	37	"9,007.81"	477	 	
24320	Tenoplasty elbow to sho 1	J1	5114	"6,973.89"	7	3	"9,005.24"	478	 	
29916	Hip arthro w/labral repair	J1	5114	"6,973.89"	320	111	"8,994.50"	479	 	
28415	Treat heel fracture	J1	5114	"6,973.89"	505	331	"8,954.70"	480	 	
27427	Reconstruction knee	J1	5114	"6,973.89"	89	22	"8,950.94"	481	 	
25800	Arthrd wrist complete wo grf	J1	5114	"6,973.89"	112	51	"8,882.47"	482	 	
27509	Treatment of thigh fracture	J1	5114	"6,973.89"	41	12	"8,868.50"	483	 	
22513	Perq vertebral augmentation	J1	5114	"6,973.89"	"7,991"	"7,351"	"8,782.89"	484	 	
28750	Fusion of big toe joint	J1	5114	"6,973.89"	"7,489"	"2,973"	"8,774.49"	485	 	
23455	Repair shoulder capsule	J1	5114	"6,973.89"	25	7	"8,748.70"	486	 	
25490	Prophylactic tx radius	J1	5114	"6,973.89"	6	2	"8,681.05"	487	 	
25574	Optx rdl&uln shft fx rds/uln	J1	5114	"6,973.89"	31	24	"8,654.59"	488	 	
28576	Treat foot dislocation	J1	5114	"6,973.89"	4	2	"8,626.89"	489	 	
28436	Treatment of ankle fracture	J1	5114	"6,973.89"	6	2	"8,568.90"	490	 	
23515	Optx clavicular fx w/int fix	J1	5114	"6,973.89"	"1,225"	"1,102"	"8,562.17"	491	 	
28130	Removal of ankle bone	J1	5114	"6,973.89"	24	3	"8,556.19"	492	 	
63075	Neck spine disk surgery	J1	5114	"6,973.89"	40	22	"8,552.99"	493	 	
27067	Remove/graft hip bone lesion	J1	5114	"6,973.89"	2	1	"8,480.32"	494	 	
23630	Optx gr hmrl tbrs fx int fix	J1	5114	"6,973.89"	412	164	"8,467.53"	495	 	
63012	Remove lamina/facets lumbar	J1	5114	"6,973.89"	118	17	"8,460.50"	496	 	
22514	Perq vertebral augmentation	J1	5114	"6,973.89"	"8,556"	"7,863"	"8,430.72"	497	 	
25805	Arthrd wrist w/sliding graft	J1	5114	"6,973.89"	19	8	"8,424.01"	498	 	
25405	Repair/graft radius or ulna	J1	5114	"6,973.89"	224	159	"8,383.50"	499	 	
25350	Revision of radius	J1	5114	"6,973.89"	68	29	"8,306.78"	500	 	
69717	Rplcmt oi implt skl prq esp	J1	5114	"6,973.89"	21	16	"8,160.43"	501	 	
27652	Repair/graft achilles tendon	J1	5114	"6,973.89"	154	69	"8,144.99"	502	 	
23156	Removal of humerus lesion	J1	5114	"6,973.89"	8	3	"8,143.65"	503	 	
63015	Remove spine lamina >2 crvcl	J1	5114	"6,973.89"	81	77	"8,115.27"	504	 	
29855	Tibial arthroscopy/surgery	J1	5114	"6,973.89"	140	8	"8,107.22"	505	 	
27814	Treatment of ankle fracture	J1	5114	"6,973.89"	"2,679"	"1,756"	"8,102.79"	506	 	
63055	Decompress spinal cord thrc	J1	5114	"6,973.89"	43	31	"8,094.84"	507	 	
27386	Repair/graft of thigh muscle	J1	5114	"6,973.89"	237	200	"7,999.61"	508	 	
28300	Incision of heel bone	J1	5114	"6,973.89"	"1,204"	56	"7,995.63"	509	 	
29806	Sho arthrs srg capsulorraphy	J1	5114	"6,973.89"	453	132	"7,990.14"	510	 	
29915	Hip arthro acetabuloplasty	J1	5114	"6,973.89"	164	50	"7,988.95"	511	 	
28210	Repair/graft of foot tendon	J1	5114	"6,973.89"	56	23	"7,985.26"	512	 	
25400	Repair radius or ulna	J1	5114	"6,973.89"	367	246	"7,959.54"	513	 	
25337	Reconstruct ulna/radioulnar	J1	5114	"6,973.89"	149	25	"7,934.59"	514	 	
27889	Ankle disarticulation	J1	5114	"6,973.89"	1	1	"7,876.43"	515	 	
24301	Musc/tdn transfer upr a/e 1	J1	5114	"6,973.89"	350	4	"7,860.90"	516	 	
23462	Repair shoulder capsule	J1	5114	"6,973.89"	17	12	"7,857.64"	517	 	
20690	Appl unipln uni ext fixj sys	J1	5114	"6,973.89"	499	114	"7,842.75"	518	 	
29914	Hip arthro w/femoroplasty	J1	5114	"6,973.89"	330	29	"7,788.17"	519	 	
25685	Optx trns-scphprlnr fx dislc	J1	5114	"6,973.89"	8	6	"7,765.76"	520	 	
29885	Knee arthroscopy/surgery	J1	5114	"6,973.89"	3	1	"7,760.87"	521	 	
27485	Surgery to stop leg growth	J1	5114	"6,973.89"	1	1	"7,747.32"	522	 	
28202	Repair/graft of foot tendon	J1	5114	"6,973.89"	153	28	"7,727.05"	523	 	
25830	Arthrd dst rad/ul jt sgm rsc	J1	5114	"6,973.89"	60	24	"7,715.56"	524	 	
25825	Arthrd wrist with autograft	J1	5114	"6,973.89"	297	104	"7,689.27"	525	 	
25449	Revj arthrp wrist joint	J1	5114	"6,973.89"	59	36	"7,687.94"	526	 	
62380	Ndsc dcmprn 1 ntrspc lumbar	J1	5114	"6,973.89"	239	195	"7,682.31"	527	 	
25390	Shorten radius or ulna	J1	5114	"6,973.89"	175	61	"7,680.67"	528	 	
24685	Treat ulnar fracture	J1	5114	"6,973.89"	"2,905"	"2,349"	"7,651.50"	529	 	
G0413	Pelvic ring fracture uni/bil	J1	5114	"6,973.89"	93	82	"7,628.00"	530	 	
27784	Treatment of fibula fracture	J1	5114	"6,973.89"	67	26	"7,627.82"	531	 	
27769	Optx post ankle fx	J1	5114	"6,973.89"	50	13	"7,618.06"	532	 	
20902	Removal of bone for graft	J1	5114	"6,973.89"	"1,433"	18	"7,581.90"	533	 	
25315	Revise palsy hand tendon(s)	J1	5114	"6,973.89"	4	1	"7,581.43"	534	 	
24400	Revision of humerus	J1	5114	"6,973.89"	73	3	"7,560.60"	535	 	
20693	Adjmt/revj ext fixj sys anes	J1	5114	"6,973.89"	108	67	"7,494.94"	536	 	
23430	Repair biceps tendon	J1	5114	"6,973.89"	"9,514"	186	"7,484.73"	537	 	
20900	Removal of bone for graft	J1	5114	"6,973.89"	"2,166"	26	"7,435.20"	538	 	
23466	Repair shoulder capsule	J1	5114	"6,973.89"	17	7	"7,410.60"	539	 	
28103	Remove/graft foot lesion	J1	5114	"6,973.89"	32	10	"7,410.03"	540	 	
29827	Sho arthrs srg rt8tr cuf rpr	J1	5114	"6,973.89"	"29,618"	"7,848"	"7,382.50"	541	 	
28465	Treat midfoot fracture each	J1	5114	"6,973.89"	135	25	"7,381.21"	542	 	
26844	Fusion/graft of hand joint	J1	5114	"6,973.89"	6	2	"7,341.41"	543	 	
27695	Repair of ankle ligament	J1	5114	"6,973.89"	962	60	"7,274.44"	544	 	
28445	Treat ankle fracture	J1	5114	"6,973.89"	105	34	"7,260.61"	545	 	
27396	Transplant of thigh tendon	J1	5114	"6,973.89"	4	1	"7,258.83"	546	 	
28322	Repair of metatarsals	J1	5114	"6,973.89"	314	187	"7,182.79"	547	 	
20251	Biopsy vrt bdy open lmbr/crv	J1	5114	"6,973.89"	54	15	"7,174.89"	548	 	
23450	Repair shoulder capsule	J1	5114	"6,973.89"	8	4	"7,165.65"	549	 	
24330	Flexor-plasty elbow	J1	5114	"6,973.89"	6	4	"7,155.93"	550	 	
28585	Repair foot dislocation	J1	5114	"6,973.89"	50	3	"7,120.83"	551	 	
25515	Optx radial shaft fracture	J1	5114	"6,973.89"	223	180	"7,115.37"	552	 	
21700	Revision of neck muscle	J1	5114	"6,973.89"	2	2	"7,112.91"	553	 	
25609	Optx dst rd xart fx/ep sep3+	J1	5114	"6,973.89"	"7,350"	"5,902"	"7,103.85"	554	 	
25608	Optx dst rd xart fx/epi sep2	J1	5114	"6,973.89"	"3,533"	"2,934"	"7,098.44"	555	 	
63003	Remove spine lamina 1/2 thrc	J1	5114	"6,973.89"	80	42	"7,057.45"	556	 	
